date,quarter,day_of_week,neighborhood,bike_cost,location,long,lat
2017-08-05,2017-07-01,Saturday,South Riverdale (70),1000,Commercial Areas,-79.33565132290826,43.6492919996662
2017-08-07,2017-07-01,Monday,Dufferin Grove (83),550,Commercial Areas,-79.43734103751373,43.655428330164874
2017-08-07,2017-07-01,Monday,Little Portugal (84),0,Residential Structures,-79.43032271138112,43.64753592717682
2017-08-06,2017-07-01,Sunday,Parkwoods-Donalda (45),300,Open/Public Spaces,-79.33017950831689,43.755033453591466
2017-07-17,2017-07-01,Monday,South Riverdale (70),475,Residential Structures,-79.33565132290826,43.6492919996662
2017-08-06,2017-07-01,Sunday,Church-Yonge Corridor (75),600,Commercial Areas,-79.37901716162628,43.659648849449276
2017-07-28,2017-07-01,Friday,Westminster-Branson (35),370,Open/Public Spaces,-79.45241822037676,43.77881319903913
2017-08-03,2017-07-01,Thursday,Waterfront Communities-The Island (77),1380,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-06,2017-07-01,Sunday,Church-Yonge Corridor (75),500,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-05,2017-07-01,Saturday,The Beaches (63),100,Residential Structures,-79.29960131609589,43.67104998326742
2017-08-03,2017-07-01,Thursday,South Riverdale (70),650,Residential Structures,-79.33565132290826,43.6492919996662
2017-07-31,2017-07-01,Monday,Waterfront Communities-The Island (77),900,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-07,2017-07-01,Monday,Waterfront Communities-The Island (77),750,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-01,2017-07-01,Tuesday,Bay Street Corridor (76),1500,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-08,2017-07-01,Tuesday,York University Heights (27),1500,Commercial Areas,-79.48888293166782,43.76573645429017
2017-08-04,2017-07-01,Friday,Willowdale East (51),300,Residential Structures,-79.40148379055928,43.770602244553096
2017-08-08,2017-07-01,Tuesday,Bridle Path-Sunnybrook-York Mills (41),1100,Commercial Areas,-79.37890416227515,43.73101311194996
2017-08-08,2017-07-01,Tuesday,Mount Olive-Silverstone-Jamestown (2),269.99,Open/Public Spaces,-79.58725925980302,43.74686777792156
2017-08-08,2017-07-01,Tuesday,Church-Yonge Corridor (75),110,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-04,2017-07-01,Friday,Moss Park (73),750,Commercial Areas,-79.36729702995146,43.656517618834606
2017-08-08,2017-07-01,Tuesday,Lawrence Park North (105),1000,Open/Public Spaces,-79.40397836524139,43.73006016831148
2017-08-05,2017-07-01,Saturday,Waterfront Communities-The Island (77),729,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-04,2017-07-01,Friday,Dufferin Grove (83),400,Commercial Areas,-79.43734103751373,43.655428330164874
2017-08-03,2017-07-01,Thursday,South Riverdale (70),1500,Residential Structures,-79.33565132290826,43.6492919996662
2017-08-07,2017-07-01,Monday,Waterfront Communities-The Island (77),1300,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-07-31,2017-07-01,Monday,Waterfront Communities-The Island (77),1016.99,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-08,2017-07-01,Tuesday,Dovercourt-Wallace Emerson-Junction (93),1500,Residential Structures,-79.43854070116043,43.6656769257464
2017-08-08,2017-07-01,Tuesday,Bay Street Corridor (76),100,Others,-79.38572124534863,43.657511330997565
2017-04-08,2017-04-01,Saturday,Greenwood-Coxwell (65),120,Residential Structures,-79.32431802090154,43.67261230021652
2017-08-08,2017-07-01,Tuesday,Bay Street Corridor (76),600,Commercial Areas,-79.38572124534863,43.657511330997565
2017-07-15,2017-07-01,Saturday,University (79),120,Residential Structures,-79.40117974868369,43.66250619981047
2017-08-05,2017-07-01,Saturday,Oakwood Village (107),1000,Residential Structures,-79.43978547678283,43.68856555117282
2017-07-16,2017-07-01,Sunday,Waterfront Communities-The Island (77),600,Residential Structures,-79.3772023229936,43.633880327159524
2017-07-31,2017-07-01,Monday,Church-Yonge Corridor (75),2200,Residential Structures,-79.37901716162628,43.659648849449276
2017-08-08,2017-07-01,Tuesday,Moss Park (73),600,Residential Structures,-79.36729702995146,43.656517618834606
2017-08-01,2017-07-01,Tuesday,Parkwoods-Donalda (45),406.77,Residential Structures,-79.33017950831689,43.755033453591466
2017-08-08,2017-07-01,Tuesday,Church-Yonge Corridor (75),679.95,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-08,2017-07-01,Tuesday,North St.James Town (74),2500,Residential Structures,-79.37524657752182,43.669623407232905
2017-07-25,2017-07-01,Tuesday,Bay Street Corridor (76),1900,Residential Structures,-79.38572124534863,43.657511330997565
2017-08-02,2017-07-01,Wednesday,Clairlea-Birchmount (120),110.74,Others,-79.28138177798613,43.713592355014924
2017-07-26,2017-07-01,Wednesday,Dovercourt-Wallace Emerson-Junction (93),350,Residential Structures,-79.43854070116043,43.6656769257464
2017-08-09,2017-07-01,Wednesday,Church-Yonge Corridor (75),750,Residential Structures,-79.37901716162628,43.659648849449276
2017-08-09,2017-07-01,Wednesday,East End-Danforth (62),680,Transportation,-79.29935867382727,43.68417387262764
2017-08-04,2017-07-01,Friday,University (79),400,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-07,2017-07-01,Monday,Rockcliffe-Smythe (111),100,Commercial Areas,-79.49442045588019,43.67479044210717
2017-08-08,2017-07-01,Tuesday,Annex (95),250,Open/Public Spaces,-79.40400062928025,43.67158543003155
2017-08-09,2017-07-01,Wednesday,Church-Yonge Corridor (75),500,Residential Structures,-79.37901716162628,43.659648849449276
2017-08-08,2017-07-01,Tuesday,Bay Street Corridor (76),450,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-09,2017-07-01,Wednesday,Willowdale East (51),0,Residential Structures,-79.40148379055928,43.770602244553096
2017-08-08,2017-07-01,Tuesday,South Parkdale (85),625,Commercial Areas,-79.4393378322998,43.636699519318434
2017-08-08,2017-07-01,Tuesday,Bay Street Corridor (76),650,Commercial Areas,-79.38572124534863,43.657511330997565
2017-07-14,2017-07-01,Friday,University (79),200,Residential Structures,-79.40117974868369,43.66250619981047
2017-08-06,2017-07-01,Sunday,Niagara (82),500,Commercial Areas,-79.41242040394009,43.63668087060661
2017-08-08,2017-07-01,Tuesday,Woburn (137),600,Residential Structures,-79.22858575507915,43.76674020159054
2017-08-08,2017-07-01,Tuesday,Lawrence Park North (105),1500,Commercial Areas,-79.40397836524139,43.73006016831148
2017-08-08,2017-07-01,Tuesday,Bay Street Corridor (76),2000,Residential Structures,-79.38572124534863,43.657511330997565
2017-08-07,2017-07-01,Monday,Annex (95),200,Residential Structures,-79.40400062928025,43.67158543003155
2017-08-09,2017-07-01,Wednesday,Woburn (137),1000,Commercial Areas,-79.22858575507915,43.76674020159054
2017-08-10,2017-07-01,Thursday,Waterfront Communities-The Island (77),550,Commercial Areas,-79.3772023229936,43.633880327159524
2017-06-19,2017-07-01,Monday,University (79),720,Open/Public Spaces,-79.40117974868369,43.66250619981047
2017-08-05,2017-07-01,Saturday,Regent Park (72),550,Open/Public Spaces,-79.3605088053568,43.659992140783885
2017-08-10,2017-07-01,Thursday,Bay Street Corridor (76),689.3,Public Institutions,-79.38572124534863,43.657511330997565
2017-08-06,2017-07-01,Sunday,Humewood-Cedarvale (106),200,Residential Structures,-79.42768334947216,43.69136980411722
2017-08-10,2017-07-01,Thursday,Bay Street Corridor (76),3000,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-10,2017-07-01,Thursday,Waterfront Communities-The Island (77),3500,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-10,2017-07-01,Thursday,Waterfront Communities-The Island (77),450,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-07,2017-07-01,Monday,Waterfront Communities-The Island (77),450,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-08,2017-07-01,Tuesday,The Beaches (63),1800,Residential Structures,-79.29960131609589,43.67104998326742
2017-08-05,2017-07-01,Saturday,Lawrence Park South (103),3751.6,Commercial Areas,-79.40603941914907,43.717211693960785
2017-08-09,2017-07-01,Wednesday,Woburn (137),1000,Commercial Areas,-79.22858575507915,43.76674020159054
2017-08-09,2017-07-01,Wednesday,South Riverdale (70),1600,Residential Structures,-79.33565132290826,43.6492919996662
2017-08-10,2017-07-01,Thursday,South Riverdale (70),700,Commercial Areas,-79.33565132290826,43.6492919996662
2017-08-04,2017-07-01,Friday,Kennedy Park (124),350,Residential Structures,-79.2603822126536,43.72555571340649
2017-08-09,2017-07-01,Wednesday,North St.James Town (74),800,Residential Structures,-79.37524657752182,43.669623407232905
2017-08-11,2017-07-01,Friday,Kensington-Chinatown (78),250,Residential Structures,-79.39723987739471,43.6535541286232
2017-08-11,2017-07-01,Friday,North St.James Town (74),979,Open/Public Spaces,-79.37524657752182,43.669623407232905
2017-08-11,2017-07-01,Friday,South Riverdale (70),1500,Commercial Areas,-79.33565132290826,43.6492919996662
2017-08-11,2017-07-01,Friday,Waterfront Communities-The Island (77),1200,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-09,2017-07-01,Wednesday,Waterfront Communities-The Island (77),5000,Residential Structures,-79.3772023229936,43.633880327159524
2017-08-09,2017-07-01,Wednesday,Waterfront Communities-The Island (77),10000,Residential Structures,-79.3772023229936,43.633880327159524
2017-07-21,2017-07-01,Friday,Bay Street Corridor (76),250,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-10,2017-07-01,Thursday,Willowdale East (51),1000,Residential Structures,-79.40148379055928,43.770602244553096
2017-08-11,2017-07-01,Friday,Church-Yonge Corridor (75),600,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-11,2017-07-01,Friday,Annex (95),300,Commercial Areas,-79.40400062928025,43.67158543003155
2017-08-10,2017-07-01,Thursday,High Park North (88),0,Residential Structures,-79.46630216770625,43.65756491093699
2017-08-10,2017-07-01,Thursday,Bay Street Corridor (76),0,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-10,2017-07-01,Thursday,Waterfront Communities-The Island (77),1050.64,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-09,2017-07-01,Wednesday,Moss Park (73),565,Open/Public Spaces,-79.36729702995146,43.656517618834606
2017-08-12,2017-07-01,Saturday,Annex (95),1800,Commercial Areas,-79.40400062928025,43.67158543003155
2017-07-30,2017-07-01,Sunday,Newtonbrook West (36),1100,Commercial Areas,-79.4314215134344,43.785829927437725
2017-08-10,2017-07-01,Thursday,North St.James Town (74),99.99,Public Institutions,-79.37524657752182,43.669623407232905
2017-08-09,2017-07-01,Wednesday,Mimico (includes Humber Bay Shores) (17),3000,Commercial Areas,-79.50013665098422,43.61592384473713
2017-08-11,2017-07-01,Friday,Little Portugal (84),1000,Residential Structures,-79.43032271138112,43.64753592717682
2017-08-10,2017-07-01,Thursday,University (79),768.4,Open/Public Spaces,-79.40117974868369,43.66250619981047
2017-08-12,2017-07-01,Saturday,Annex (95),1800,Commercial Areas,-79.40400062928025,43.67158543003155
2017-08-10,2017-07-01,Thursday,Willowdale East (51),1000,Residential Structures,-79.40148379055928,43.770602244553096
2017-08-12,2017-07-01,Saturday,The Beaches (63),789.87,Commercial Areas,-79.29960131609589,43.67104998326742
2017-08-06,2017-07-01,Sunday,South Parkdale (85),200,Open/Public Spaces,-79.4393378322998,43.636699519318434
2017-08-08,2017-07-01,Tuesday,Church-Yonge Corridor (75),600,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-12,2017-07-01,Saturday,Bay Street Corridor (76),600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-05,2017-07-01,Saturday,Mimico (includes Humber Bay Shores) (17),2000,Residential Structures,-79.50013665098422,43.61592384473713
2017-08-12,2017-07-01,Saturday,Mount Pleasant West (104),1200,Residential Structures,-79.3933595525685,43.70443516328523
2017-08-12,2017-07-01,Saturday,Newtonbrook East (50),563,Residential Structures,-79.40593744835854,43.791535780500716
2017-08-13,2017-07-01,Sunday,Kensington-Chinatown (78),109,Commercial Areas,-79.39723987739471,43.6535541286232
2017-08-12,2017-07-01,Saturday,Willowdale East (51),600,Open/Public Spaces,-79.40148379055928,43.770602244553096
2017-08-08,2017-07-01,Tuesday,Bay Street Corridor (76),3000,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-13,2017-07-01,Sunday,Moss Park (73),100,Open/Public Spaces,-79.36729702995146,43.656517618834606
2017-08-01,2017-07-01,Tuesday,Parkwoods-Donalda (45),125,Commercial Areas,-79.33017950831689,43.755033453591466
2017-08-12,2017-07-01,Saturday,Humber Heights-Westmount (8),300,Residential Structures,-79.52241619766016,43.69223279051614
2017-08-13,2017-07-01,Sunday,Kensington-Chinatown (78),150,Commercial Areas,-79.39723987739471,43.6535541286232
2017-08-12,2017-07-01,Saturday,Willowdale East (51),600,Open/Public Spaces,-79.40148379055928,43.770602244553096
2017-08-13,2017-07-01,Sunday,Little Portugal (84),2300,Open/Public Spaces,-79.43032271138112,43.64753592717682
2017-08-13,2017-07-01,Sunday,Church-Yonge Corridor (75),750,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-13,2017-07-01,Sunday,Yonge-Eglinton (100),2000,Residential Structures,-79.40359016622641,43.70468936092784
2017-08-08,2017-07-01,Tuesday,Moss Park (73),5000,Residential Structures,-79.36729702995146,43.656517618834606
2017-08-14,2017-07-01,Monday,Wexford/Maryvale (119),150,Residential Structures,-79.29863655575355,43.748572089895596
2017-08-12,2017-07-01,Saturday,Church-Yonge Corridor (75),536.75,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-13,2017-07-01,Sunday,University (79),250,Residential Structures,-79.40117974868369,43.66250619981047
2017-07-29,2017-07-01,Saturday,Bay Street Corridor (76),1200,Commercial Areas,-79.38572124534863,43.657511330997565
2017-07-24,2017-07-01,Monday,University (79),100,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-14,2017-07-01,Monday,Rouge (131),500,Open/Public Spaces,-79.18634336248219,43.821201153632124
2017-08-04,2017-07-01,Friday,Mimico (includes Humber Bay Shores) (17),120,Residential Structures,-79.50013665098422,43.61592384473713
2017-08-11,2017-07-01,Friday,Wychwood (94),700,Commercial Areas,-79.42551494769461,43.67691926447834
2017-08-09,2017-07-01,Wednesday,Corso Italia-Davenport (92),750,Residential Structures,-79.44746932943953,43.67766090308253
2017-08-06,2017-07-01,Sunday,Niagara (82),850,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-04,2017-07-01,Friday,Mimico (includes Humber Bay Shores) (17),300,Residential Structures,-79.50013665098422,43.61592384473713
2017-08-10,2017-07-01,Thursday,Niagara (82),2600,Open/Public Spaces,-79.41242040394009,43.63668087060661
2017-08-13,2017-07-01,Sunday,Waterfront Communities-The Island (77),1000,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-13,2017-07-01,Sunday,Moss Park (73),400,Commercial Areas,-79.36729702995146,43.656517618834606
2017-07-31,2017-07-01,Monday,Bay Street Corridor (76),0,Residential Structures,-79.38572124534863,43.657511330997565
2017-07-24,2017-07-01,Monday,University (79),600,Commercial Areas,-79.40117974868369,43.66250619981047
2017-07-30,2017-07-01,Sunday,University (79),400,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-15,2017-07-01,Tuesday,Moss Park (73),800,Residential Structures,-79.36729702995146,43.656517618834606
2017-08-12,2017-07-01,Saturday,Moss Park (73),700,Commercial Areas,-79.36729702995146,43.656517618834606
2017-08-15,2017-07-01,Tuesday,Bay Street Corridor (76),1000,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-14,2017-07-01,Monday,Church-Yonge Corridor (75),300,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-07-26,2017-07-01,Wednesday,University (79),200,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-14,2017-07-01,Monday,Leaside-Bennington (56),600,Residential Structures,-79.36607234417629,43.703796594874674
2017-08-15,2017-07-01,Tuesday,Church-Yonge Corridor (75),70,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-14,2017-07-01,Monday,Bay Street Corridor (76),500,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-14,2017-07-01,Monday,Church-Yonge Corridor (75),1200,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-15,2017-07-01,Tuesday,Mount Pleasant West (104),950,Commercial Areas,-79.3933595525685,43.70443516328523
2017-08-15,2017-07-01,Tuesday,Casa Loma (96),1959,Residential Structures,-79.40800664807479,43.68185209508544
2017-08-15,2017-07-01,Tuesday,North St.James Town (74),600,Open/Public Spaces,-79.37524657752182,43.669623407232905
2017-08-14,2017-07-01,Monday,Dufferin Grove (83),689.99,Commercial Areas,-79.43734103751373,43.655428330164874
2017-08-06,2017-07-01,Sunday,Woburn (137),0,Residential Structures,-79.22858575507915,43.76674020159054
2017-08-15,2017-07-01,Tuesday,University (79),299.99,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-08,2017-07-01,Tuesday,Bay Street Corridor (76),0,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-06,2017-07-01,Sunday,Waterfront Communities-The Island (77),133,Transportation,-79.3772023229936,43.633880327159524
2017-08-15,2017-07-01,Tuesday,Church-Yonge Corridor (75),700,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-14,2017-07-01,Monday,North St.James Town (74),555,Open/Public Spaces,-79.37524657752182,43.669623407232905
2017-08-15,2017-07-01,Tuesday,Mount Pleasant West (104),700,Commercial Areas,-79.3933595525685,43.70443516328523
2017-08-15,2017-07-01,Tuesday,Casa Loma (96),650,Residential Structures,-79.40800664807479,43.68185209508544
2017-08-15,2017-07-01,Tuesday,Rosedale-Moore Park (98),500,Open/Public Spaces,-79.37966939989423,43.6828204124932
2017-08-15,2017-07-01,Tuesday,Moss Park (73),350,Commercial Areas,-79.36729702995146,43.656517618834606
2017-08-01,2017-07-01,Tuesday,University (79),400,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-13,2017-07-01,Sunday,Little Portugal (84),870,Commercial Areas,-79.43032271138112,43.64753592717682
2017-08-16,2017-10-01,Wednesday,Playter Estates-Danforth (67),800,Commercial Areas,-79.35488728710035,43.67970046819963
2017-08-14,2017-07-01,Monday,Henry Farm (53),200,Commercial Areas,-79.34124066861594,43.771144139011675
2017-08-16,2017-10-01,Wednesday,Niagara (82),0,Commercial Areas,-79.41242040394009,43.63668087060661
2017-08-16,2017-10-01,Wednesday,Niagara (82),600,Open/Public Spaces,-79.41242040394009,43.63668087060661
2017-08-15,2017-07-01,Tuesday,Bay Street Corridor (76),400,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-15,2017-07-01,Tuesday,Casa Loma (96),835,Residential Structures,-79.40800664807479,43.68185209508544
2017-08-16,2017-10-01,Wednesday,Dufferin Grove (83),500,Commercial Areas,-79.43734103751373,43.655428330164874
2017-08-16,2017-10-01,Wednesday,Niagara (82),600,Open/Public Spaces,-79.41242040394009,43.63668087060661
2017-08-15,2017-07-01,Tuesday,Niagara (82),160,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-16,2017-10-01,Wednesday,Waterfront Communities-The Island (77),600,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-08,2017-07-01,Tuesday,Waterfront Communities-The Island (77),600,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-15,2017-07-01,Tuesday,Niagara (82),450,Commercial Areas,-79.41242040394009,43.63668087060661
2017-08-12,2017-07-01,Saturday,Newtonbrook West (36),549.99,Commercial Areas,-79.4314215134344,43.785829927437725
2017-07-15,2017-07-01,Saturday,Forest Hill South (101),3300,Residential Structures,-79.41431786345333,43.69452574891732
2017-08-16,2017-10-01,Wednesday,Waterfront Communities-The Island (77),500,Residential Structures,-79.3772023229936,43.633880327159524
2017-07-19,2017-07-01,Wednesday,Annex (95),150,Open/Public Spaces,-79.40400062928025,43.67158543003155
2017-08-17,2017-10-01,Thursday,Annex (95),100,Transportation,-79.40400062928025,43.67158543003155
2017-08-02,2017-07-01,Wednesday,University (79),558,Open/Public Spaces,-79.40117974868369,43.66250619981047
2017-08-17,2017-10-01,Thursday,The Beaches (63),300,Residential Structures,-79.29960131609589,43.67104998326742
2017-08-10,2017-07-01,Thursday,Danforth East York (59),379.99,Residential Structures,-79.33140338933542,43.68946809019784
2017-08-14,2017-07-01,Monday,Mount Pleasant West (104),449.99,Residential Structures,-79.3933595525685,43.70443516328523
2017-08-14,2017-07-01,Monday,Mount Pleasant West (104),519.99,Residential Structures,-79.3933595525685,43.70443516328523
2017-08-16,2017-10-01,Wednesday,Church-Yonge Corridor (75),450,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-12,2017-07-01,Saturday,Niagara (82),2500,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-16,2017-10-01,Wednesday,Greenwood-Coxwell (65),0,Residential Structures,-79.32431802090154,43.67261230021652
2017-08-16,2017-10-01,Wednesday,Dovercourt-Wallace Emerson-Junction (93),800,Open/Public Spaces,-79.43854070116043,43.6656769257464
2017-08-05,2017-07-01,Saturday,University (79),570,Commercial Areas,-79.40117974868369,43.66250619981047
2017-08-16,2017-10-01,Wednesday,Little Portugal (84),1200,Others,-79.43032271138112,43.64753592717682
2017-08-14,2017-07-01,Monday,Oakwood Village (107),999,Residential Structures,-79.43978547678283,43.68856555117282
2017-08-16,2017-10-01,Wednesday,Rockcliffe-Smythe (111),75,Open/Public Spaces,-79.49442045588019,43.67479044210717
2017-08-17,2017-10-01,Thursday,Annex (95),100,Residential Structures,-79.40400062928025,43.67158543003155
2017-08-18,2017-10-01,Friday,Waterfront Communities-The Island (77),0,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-18,2017-10-01,Friday,Church-Yonge Corridor (75),1200,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-13,2017-07-01,Sunday,Church-Yonge Corridor (75),1300,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-18,2017-10-01,Friday,Bay Street Corridor (76),500,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-11,2017-07-01,Friday,Newtonbrook East (50),2175,Commercial Areas,-79.40593744835854,43.791535780500716
2017-08-06,2017-07-01,Sunday,Roncesvalles (86),950,Residential Structures,-79.44299244306902,43.64612298805443
2017-08-16,2017-10-01,Wednesday,Bay Street Corridor (76),600,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-17,2017-10-01,Thursday,Mount Pleasant West (104),500,Open/Public Spaces,-79.3933595525685,43.70443516328523
2017-08-17,2017-10-01,Thursday,Yonge-Eglinton (100),675,Others,-79.40359016622641,43.70468936092784
2017-08-14,2017-07-01,Monday,Rosedale-Moore Park (98),1200,Residential Structures,-79.37966939989423,43.6828204124932
2017-08-18,2017-10-01,Friday,Church-Yonge Corridor (75),350,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-17,2017-10-01,Thursday,Bay Street Corridor (76),800,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-18,2017-10-01,Friday,Bay Street Corridor (76),450,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-17,2017-10-01,Thursday,Trinity-Bellwoods (81),850,Residential Structures,-79.4153421638998,43.65017629672643
2017-08-19,2017-10-01,Saturday,Mimico (includes Humber Bay Shores) (17),700,Residential Structures,-79.50013665098422,43.61592384473713
2017-08-18,2017-10-01,Friday,Trinity-Bellwoods (81),950,Open/Public Spaces,-79.4153421638998,43.65017629672643
2017-08-19,2017-10-01,Saturday,Waterfront Communities-The Island (77),581,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-18,2017-10-01,Friday,Humewood-Cedarvale (106),600,Open/Public Spaces,-79.42768334947216,43.69136980411722
2017-08-19,2017-10-01,Saturday,Waterfront Communities-The Island (77),1000,Commercial Areas,-79.3772023229936,43.633880327159524
2017-08-19,2017-10-01,Saturday,West Humber-Clairville (1),199,Open/Public Spaces,-79.59635638981665,43.71618025578886
2017-08-18,2017-10-01,Friday,Mimico (includes Humber Bay Shores) (17),800,Commercial Areas,-79.50013665098422,43.61592384473713
2017-08-19,2017-10-01,Saturday,Woburn (137),150,Residential Structures,-79.22858575507915,43.76674020159054
2017-08-15,2017-07-01,Tuesday,Cabbagetown-South St.James Town (71),1605,Residential Structures,-79.36610665903528,43.66764772385686
2017-07-30,2017-07-01,Sunday,Bay Street Corridor (76),600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-17,2017-10-01,Thursday,Trinity-Bellwoods (81),850,Residential Structures,-79.4153421638998,43.65017629672643
2017-08-18,2017-10-01,Friday,Thorncliffe Park (55),1500,Commercial Areas,-79.34998360500312,43.70774920521462
2017-07-04,2017-07-01,Tuesday,Long Branch (19),900,Residential Structures,-79.53334545408563,43.592361683027136
2017-08-17,2017-10-01,Thursday,Broadview North (57),1935.69,Commercial Areas,-79.35562951364216,43.68882511190598
2017-08-18,2017-10-01,Friday,Mimico (includes Humber Bay Shores) (17),400,Commercial Areas,-79.50013665098422,43.61592384473713
2017-08-19,2017-10-01,Saturday,Little Portugal (84),1000,Open/Public Spaces,-79.43032271138112,43.64753592717682
2017-08-20,2017-10-01,Sunday,Dovercourt-Wallace Emerson-Junction (93),1300,Public Institutions,-79.43854070116043,43.6656769257464
2017-08-19,2017-10-01,Saturday,Waterfront Communities-The Island (77),0,Others,-79.3772023229936,43.633880327159524
2017-08-19,2017-10-01,Saturday,Bay Street Corridor (76),500,Open/Public Spaces,-79.38572124534863,43.657511330997565
2017-08-20,2017-10-01,Sunday,Trinity-Bellwoods (81),390,Residential Structures,-79.4153421638998,43.65017629672643
2017-08-20,2017-10-01,Sunday,Church-Yonge Corridor (75),300,Open/Public Spaces,-79.37901716162628,43.659648849449276
2017-08-16,2017-10-01,Wednesday,Niagara (82),500,Commercial Areas,-79.41242040394009,43.63668087060661
2017-08-21,2017-10-01,Monday,Niagara (82),500,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-21,2017-10-01,Monday,Niagara (82),500,Residential Structures,-79.41242040394009,43.63668087060661
2017-08-21,2017-10-01,Monday,Church-Yonge Corridor (75),250,Public Institutions,-79.37901716162628,43.659648849449276
2017-07-31,2017-07-01,Monday,Wexford/Maryvale (119),0,Residential Structures,-79.29863655575355,43.748572089895596
2017-08-20,2017-10-01,Sunday,Bay Street Corridor (76),1000,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-21,2017-10-01,Monday,Waterfront Communities-The Island (77),1200,Open/Public Spaces,-79.3772023229936,43.633880327159524
2017-08-18,2017-10-01,Friday,Bedford Park-Nortown (39),900,Residential Structures,-79.42022735886505,43.73148619626069
2017-08-19,2017-10-01,Saturday,Annex (95),2500,Residential Structures,-79.40400062928025,43.67158543003155
2017-08-20,2017-10-01,Sunday,Trinity-Bellwoods (81),300,Residential Structures,-79.4153421638998,43.65017629672643
2017-08-09,2017-07-01,Wednesday,Church-Yonge Corridor (75),500,Commercial Areas,-79.37901716162628,43.659648849449276
2017-08-18,2017-10-01,Friday,Bay Street Corridor (76),500,Commercial Areas,-79.38572124534863,43.657511330997565
2017-08-19,2017-10-01,Saturday,Lawrence Park South (103),800,Public Institutions,-79.40603941914907,43.717211693960785
2017-08-11,2017-07-01,Friday,Regent Park (72),999,Residential Structures,-79.3605088053568,43.659992140783885
2017-08-21,2017-10-01,Monday,Mimico (includes Humber Bay Shores) (17),735,Others,-79.50013665098422,43.61592384473713
2017-08-18,2017-10-01,Friday,Palmerston-Little Italy (80),500,Commercial Areas,-79.4184087281674,43.65915710120554
2017-08-14,2017-07-01,Monday,Birchcliffe-Cliffside (122),650,Transportation,-79.26509262187423,43.69468193885
2017-07-30,2017-07-01,Sunday,Weston-Pellam Park (91),200,Open/Public Spaces,-79.46024390773562,43.673962032485946
